name,company,image,for_gender,rating,number_votes,main accords ,sillage,top notes,middle notes,base notes,longevity,,gender_vote,price value,,,,,,,,seasons,main accords old
Gabrielle,Chanel,https://fimgs.net/mdimg/perfume/375x500.43718.jpg,for women,3.58,4859,"white floral , citrus , woody , sweet , fruity , yellow floral , musky , powdery , tuberose , animalic ",moderate,"['Grapefruit', 'Mandarin Orange', 'Black Currant']","['Orange Blossom', 'Jasmine', 'Ylang-Ylang', 'Tuberose', 'Lily-of-the-Valley', 'Pear', 'Pink Pepper']","['Musk', 'Sandalwood', 'Cashmeran', 'Orris']","{'very weak': 216, 'weak': 246, 'moderate': 515, 'long lasting': 337, 'eternal': 168}",,"{'female': 120, 'more female': 26, 'unisex': 8, 'more male': 0, 'male': 0}","{'way overpriced': 30, 'overpriced': 42, 'ok': 52, 'good value': 9, 'great value': 0}",,,,,,,,summer,"{'white floral': 100.0, 'citrus': 96.3728, 'woody': 59.5493, 'sweet': 55.9998, 'fruity': 53.6549, 'yellow floral': 51.4107, 'musky': 49.832, 'powdery': 48.568, 'tuberose': 47.5929, 'animalic': 45.9084}"
Versace Pour Femme Dylan Blue,Versace,https://fimgs.net/mdimg/perfume/375x500.47459.jpg,for women,3.6,1951,"fruity , floral , green , rose , fresh , woody , sweet ",moderate,"['Granny Smith apple', 'Black Currant', 'Clover', 'Forget me not', 'Shiso']","['Peach', 'Rose Hip', 'Petalia', 'Rose', 'Jasmine']","['Musk', 'White Woods', 'Styrax', 'Patchouli']","{'very weak': 54, 'weak': 115, 'moderate': 245, 'long lasting': 121, 'eternal': 81}",,"{'female': 97, 'more female': 29, 'unisex': 17, 'more male': 2, 'male': 0}","{'way overpriced': 7, 'overpriced': 38, 'ok': 57, 'good value': 21, 'great value': 1}",,,,,,,,summer,"{'fruity': 100.0, 'floral': 85.8998, 'green': 70.2284, 'rose': 66.363, 'fresh': 63.9922, 'woody': 46.9081, 'sweet': 46.7259}"
Miss Dior Eau de Parfum (2017),Christian Dior,https://fimgs.net/mdimg/perfume/375x500.45202.jpg,for women,3.9,1902,"citrus , rose , woody , patchouli , sweet , warm spicy , soft spicy , floral , balsamic ",moderate,"['Pink Pepper', 'Blood Orange', 'Sweet Orange', 'Mandarin Orange', 'Calabrian bergamot', 'Lemon']","['Grasse Rose', 'Damask Rose', 'Jasmine Leaf']","['Patchouli', 'Palisander Rosewood']","{'very weak': 49, 'weak': 54, 'moderate': 180, 'long lasting': 258, 'eternal': 108}",,"{'female': 118, 'more female': 8, 'unisex': 8, 'more male': 0, 'male': 1}","{'way overpriced': 11, 'overpriced': 34, 'ok': 62, 'good value': 6, 'great value': 5}",,,,,,,,spring,"{'citrus': 100.0, 'rose': 67.3695, 'woody': 66.5972, 'patchouli': 56.4446, 'sweet': 51.7007, 'warm spicy': 48.1984, 'soft spicy': 44.8842, 'floral': 44.2952, 'balsamic': 44.1535}"
Bad Boy,Carolina Herrera,https://fimgs.net/mdimg/perfume/375x500.55449.jpg,for men,3.27,742,"amber , warm spicy , woody , cacao , aromatic , fresh spicy , vanilla , sweet , citrus , herbal ",moderate,"['White Pepper', 'Black Pepper', 'Bergamot']","['Sage', 'Cedar']","['Tonka Bean', 'Cacao', 'Amberwood']","{'very weak': 46, 'weak': 52, 'moderate': 157, 'long lasting': 101, 'eternal': 45}",,"{'female': 5, 'more female': 2, 'unisex': 24, 'more male': 42, 'male': 71}","{'way overpriced': 20, 'overpriced': 42, 'ok': 49, 'good value': 16, 'great value': 3}",,,,,,,,fall and winter,"{'amber': 100.0, 'warm spicy': 98.8312, 'woody': 83.7403, 'cacao': 81.6883, 'aromatic': 80.8052, 'fresh spicy': 78.4416, 'vanilla': 73.4546, 'sweet': 65.1688, 'citrus': 58.3117, 'herbal': 47.4156}"
Coco Mademoiselle,Chanel,https://fimgs.net/mdimg/perfume/375x500.611.jpg,for women,4.15,21114,"citrus , woody , patchouli , sweet , white floral , rose , earthy , vanilla , yellow floral , warm spicy ",moderate,"['Orange', 'Mandarin Orange', 'Bergamot', 'Orange Blossom']","['Turkish Rose', 'Jasmine', 'Mimosa', 'Ylang-Ylang']","['Patchouli', 'White Musk', 'Vanilla', 'Vetiver', 'Tonka Bean', 'Opoponax']","{'very weak': 196, 'weak': 266, 'moderate': 948, 'long lasting': 2028, 'eternal': 2271}",,"{'female': 479, 'more female': 77, 'unisex': 31, 'more male': 2, 'male': 3}","{'way overpriced': 74, 'overpriced': 196, 'ok': 215, 'good value': 46, 'great value': 13}",,,,,,,,winter,"{'citrus': 100.0, 'woody': 63.1113, 'patchouli': 62.3942, 'sweet': 62.1819, 'white floral': 58.7302, 'rose': 53.6634, 'earthy': 49.1042, 'vanilla': 48.9538, 'yellow floral': 48.2293, 'warm spicy': 48.1444}"
Boss Soul,Hugo Boss,https://fimgs.net/mdimg/perfume/375x500.384.jpg,for men,3.91,717,"warm spicy , aromatic , fresh spicy , vanilla , citrus , amber , cinnamon , soft spicy , sweet , powdery ",moderate,"['Cardamom', 'Pepper', 'Anise', 'Mandarin Orange', 'Bergamot']","['Cinnamon', 'Nutmeg', 'Lavender', 'Coriander']","['Vanilla', 'Tonka Bean', 'Amber', 'Vetiver', 'Musk']","{'very weak': 18, 'weak': 35, 'moderate': 116, 'long lasting': 43, 'eternal': 15}",,"{'female': 0, 'more female': 0, 'unisex': 1, 'more male': 4, 'male': 8}","{'way overpriced': 2, 'overpriced': 0, 'ok': 5, 'good value': 2, 'great value': 4}",,,,,,,,fall,"{'warm spicy': 100.0, 'aromatic': 89.2407, 'fresh spicy': 89.1893, 'vanilla': 65.8987, 'citrus': 58.2465, 'amber': 57.2194, 'cinnamon': 56.9626, 'soft spicy': 54.9211, 'sweet': 51.6985, 'powdery': 49.2975}"
Libre,Yves Saint Laurent,https://fimgs.net/mdimg/perfume/375x500.56077.jpg,for women,3.77,3595,"white floral , citrus , lavender , vanilla , aromatic , sweet , animalic , woody , fruity , powdery ",moderate,"['Lavender', 'Mandarin Orange', 'Black Currant', 'Petitgrain']","['Lavender', 'Orange Blossom', 'Jasmine']","['Madagascar Vanilla', 'Ambergris', 'Musk', 'Cedar']","{'very weak': 118, 'weak': 118, 'moderate': 386, 'long lasting': 569, 'eternal': 249}",,"{'female': 311, 'more female': 151, 'unisex': 107, 'more male': 12, 'male': 5}","{'way overpriced': 25, 'overpriced': 112, 'ok': 263, 'good value': 55, 'great value': 14}",,,,,,,,spring and summer,"{'white floral': 100.0, 'citrus': 84.5584, 'lavender': 73.6233, 'vanilla': 67.3469, 'aromatic': 58.8756, 'sweet': 56.133, 'animalic': 54.1449, 'woody': 52.8506, 'fruity': 52.5017, 'powdery': 52.0495}"
Secret de Rochas Rose Intense,Rochas,https://fimgs.net/mdimg/perfume/375x500.32282.jpg,for women,4.01,151,"fruity , rose , sweet , floral , tropical , patchouli , earthy , musky , woody , powdery ",moderate,"['May Rose', 'Passionfruit', 'Peach']","['Red Rose', 'Green Leaves', 'Osmanthus']","['Patchouli', 'Musk', 'Moss', 'Amber']","{'very weak': 9, 'weak': 6, 'moderate': 29, 'long lasting': 11, 'eternal': 5}",,"{'female': 0, 'more female': 0, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 1}",,,,,,,,spring,"{'fruity': 100.0, 'rose': 89.4594, 'sweet': 68.1621, 'floral': 64.8648, 'tropical': 64.4324, 'patchouli': 59.7297, 'earthy': 57.027, 'musky': 57.027, 'woody': 54.3243, 'powdery': 53.8378}"
Club de Nuit Intense Man,Armaf,https://fimgs.net/mdimg/perfume/375x500.34696.jpg,for men,4.26,5084,"citrus , fruity , leather , smoky , woody , sweet , fresh , aromatic , musky , tropical ",strong,"['Lemon', 'Pineapple', 'Black Currant', 'Bergamot', 'Apple']","['Birch', 'Jasmine', 'Rose']","['Musk', 'Ambergris', 'Patchouli', 'Vanilla']","{'very weak': 148, 'weak': 191, 'moderate': 802, 'long lasting': 1815, 'eternal': 558}",,"{'female': 3, 'more female': 2, 'unisex': 21, 'more male': 95, 'male': 607}","{'way overpriced': 15, 'overpriced': 20, 'ok': 72, 'good value': 214, 'great value': 398}",,,,,,,,spring and summer,"{'citrus': 100.0, 'fruity': 79.7397, 'leather': 72.0658, 'smoky': 63.6527, 'woody': 58.556, 'sweet': 55.2917, 'fresh': 54.5524, 'aromatic': 54.2654, 'musky': 45.3652, 'tropical': 44.1621}"
Explorer,Montblanc,https://fimgs.net/mdimg/perfume/375x500.52002.jpg,for men,4.19,2442,"woody , citrus , amber , aromatic , musky , fresh spicy , oud , soft spicy , warm spicy , earthy ",moderate,"['Bergamot', 'Pink Pepper', 'Clary Sage']","['Haitian Vetiver', 'Leather']","['Ambroxan', 'Akigalawood', 'Indonesian Patchouli Leaf', 'Cacao Pod']","{'very weak': 119, 'weak': 183, 'moderate': 587, 'long lasting': 604, 'eternal': 106}",,"{'female': 3, 'more female': 1, 'unisex': 14, 'more male': 98, 'male': 429}","{'way overpriced': 10, 'overpriced': 23, 'ok': 139, 'good value': 286, 'great value': 88}",,,,,,,,spring,"{'woody': 100.0, 'citrus': 97.4282, 'amber': 88.7308, 'aromatic': 86.346, 'musky': 73.2064, 'fresh spicy': 63.7141, 'oud': 63.499, 'soft spicy': 59.141, 'warm spicy': 58.9632, 'earthy': 56.1857}"
Idôle,Lancome,https://fimgs.net/mdimg/perfume/375x500.55795.jpg,for women,3.58,3137,"rose , musky , fruity , sweet , white floral , powdery , floral , citrus , aquatic , fresh ",moderate,"['Pear', 'Bergamot']","['Turkish Rose', 'Rose de Mai', 'Indian Jasmine']","['White Musk', 'Vanilla']","{'very weak': 123, 'weak': 181, 'moderate': 437, 'long lasting': 274, 'eternal': 157}",,"{'female': 324, 'more female': 21, 'unisex': 9, 'more male': 0, 'male': 2}","{'way overpriced': 33, 'overpriced': 129, 'ok': 114, 'good value': 21, 'great value': 8}",,,,,,,,spring,"{'rose': 100.0, 'musky': 87.1053, 'fruity': 80.4737, 'sweet': 73.3509, 'white floral': 70.9561, 'powdery': 67.0693, 'floral': 62.986, 'citrus': 58.7982, 'aquatic': 56.9193, 'fresh': 54.2851}"
La Belle,Jean Paul Gaultier,https://fimgs.net/mdimg/perfume/375x500.55786.jpg,for women,4.14,1544,"vanilla , fruity , sweet , aquatic , aromatic , woody , fresh , powdery , earthy ",strong,['Pear'],['Vetiver'],['Vanilla'],"{'very weak': 42, 'weak': 58, 'moderate': 183, 'long lasting': 286, 'eternal': 147}",,"{'female': 243, 'more female': 26, 'unisex': 8, 'more male': 1, 'male': 1}","{'way overpriced': 18, 'overpriced': 49, 'ok': 124, 'good value': 40, 'great value': 13}",,,,,,,,winter,"{'vanilla': 100.0, 'fruity': 84.4937, 'sweet': 80.3291, 'aquatic': 59.0633, 'aromatic': 53.481, 'woody': 53.481, 'fresh': 51.7975, 'powdery': 51.0, 'earthy': 50.1266}"
Armani Code Absolu,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.53106.jpg,for men,4.32,1360,"vanilla , sweet , powdery , amber , citrus , fresh spicy , leather , musky , woody ",strong,"['Green Mandarin', 'Apple']","['Nutmeg', 'Orange Blossom', 'Carrot Seeds']","['Vanilla', 'Tonka Bean', 'Suede', 'Woody Notes']","{'very weak': 53, 'weak': 41, 'moderate': 136, 'long lasting': 540, 'eternal': 107}",,"{'female': 1, 'more female': 4, 'unisex': 35, 'more male': 106, 'male': 130}","{'way overpriced': 8, 'overpriced': 44, 'ok': 134, 'good value': 56, 'great value': 7}",,,,,,,,spring,"{'vanilla': 100.0, 'sweet': 59.7095, 'powdery': 58.9316, 'amber': 50.478, 'citrus': 49.2127, 'fresh spicy': 49.0956, 'leather': 47.91, 'musky': 46.3543, 'woody': 44.5267}"
Mon Guerlain Eau de Parfum Intense,Guerlain,https://fimgs.net/mdimg/perfume/375x500.55997.jpg,for women,4.26,1097,"vanilla , woody , lavender , aromatic , balsamic , sweet , powdery , warm spicy , patchouli , soft spicy ",strong,"['Lavender', 'Mandarin Orange', 'Bergamot']","['Tahitian Vanilla', 'Madagascar Vanilla', 'iris', 'Jasmine Sambac', 'Rose']","['Coumarin', 'Patchouli', 'Licorice', 'Benzoin', 'Australian Sandalwood', 'White Musk']","{'very weak': 38, 'weak': 37, 'moderate': 115, 'long lasting': 199, 'eternal': 81}",,"{'female': 114, 'more female': 22, 'unisex': 14, 'more male': 0, 'male': 1}","{'way overpriced': 7, 'overpriced': 16, 'ok': 77, 'good value': 25, 'great value': 7}",,,,,,,,fall and winter,"{'vanilla': 100.0, 'woody': 76.8716, 'lavender': 69.5954, 'aromatic': 68.8314, 'balsamic': 67.6855, 'sweet': 66.3206, 'powdery': 66.2694, 'warm spicy': 63.9309, 'patchouli': 50.4964, 'soft spicy': 50.2076}"
Sì Fiori,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.53243.jpg,for women,4.12,1302,"vanilla , fruity , citrus , powdery , rose , musky , woody , floral , soft spicy , white floral ",moderate,"['Black Currant', 'Green Mandarin']","['Neroli', 'Rose', 'Patchouli', 'Oakmoss']","['Vanilla', 'White Musk']","{'very weak': 40, 'weak': 54, 'moderate': 169, 'long lasting': 156, 'eternal': 65}",,"{'female': 126, 'more female': 7, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 6, 'overpriced': 27, 'ok': 75, 'good value': 13, 'great value': 1}",,,,,,,,spring,"{'vanilla': 100.0, 'fruity': 88.8703, 'citrus': 84.8284, 'powdery': 69.3055, 'rose': 67.7824, 'musky': 66.6109, 'woody': 64.423, 'floral': 64.0481, 'soft spicy': 55.5544, 'white floral': 53.6506}"
Emporio Armani Stronger With You Intensely,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.52802.jpg,for men,4.12,984,"vanilla , sweet , amber , cinnamon , warm spicy , aromatic , powdery , caramel , soft spicy , musky",strong,"['Pink Pepper', 'Juniper', 'Violet']","['Toffee', 'Cinnamon', 'Lavender', 'Sage']","['Vanilla', 'Tonka Bean', 'Amber', 'Suede']","{'very weak': 30, 'weak': 35, 'moderate': 110, 'long lasting': 368, 'eternal': 157}",,"{'female': 1, 'more female': 2, 'unisex': 77, 'more male': 89, 'male': 70}","{'way overpriced': 1, 'overpriced': 32, 'ok': 126, 'good value': 31, 'great value': 16}",,,,,,,,fall and winter,"{'vanilla': 100.0, 'sweet': 97.2501, 'amber': 68.8395, 'cinnamon': 64.9852, 'warm spicy': 64.0957, 'aromatic': 62.9987, 'powdery': 59.641, 'caramel': 50.7539, 'soft spicy': 49.9979, 'musky': 44.7056}"
Bentley for Men Intense,Bentley,https://fimgs.net/mdimg/perfume/375x500.17666.jpg,for men,4.21,3588,"woody , warm spicy , amber , rum , smoky , fresh spicy , leather , balsamic , aromatic , cinnamon ",strong,"['Black Pepper', 'Bay Leaf', 'Bergamot']","['Rum', 'Woody Notes', 'Cinnamon', 'Clary Sage', 'African Geranium']","['Incense', 'Leather', 'Benzoin', 'Patchouli', 'Cedar']","{'very weak': 90, 'weak': 119, 'moderate': 352, 'long lasting': 1248, 'eternal': 463}",,"{'female': 3, 'more female': 3, 'unisex': 23, 'more male': 60, 'male': 451}","{'way overpriced': 4, 'overpriced': 14, 'ok': 36, 'good value': 144, 'great value': 313}",,,,,,,,fall,"{'woody': 100.0, 'warm spicy': 95.4454, 'amber': 84.9208, 'rum': 68.7459, 'smoky': 65.8381, 'fresh spicy': 65.2578, 'leather': 59.757, 'balsamic': 56.0436, 'aromatic': 49.3637, 'cinnamon': 48.5519}"
Si,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.18453.jpg,for women,3.77,11219,"woody , vanilla , aromatic , soft spicy , fruity , green , patchouli , floral , rose , earthy ",moderate,['Cassis'],"['May Rose', 'Freesia']","['Vanilla', 'Patchouli', 'Ambroxan', 'Woody Notes']","{'very weak': 148, 'weak': 228, 'moderate': 917, 'long lasting': 1370, 'eternal': 559}",,"{'female': 312, 'more female': 32, 'unisex': 11, 'more male': 2, 'male': 0}","{'way overpriced': 14, 'overpriced': 66, 'ok': 177, 'good value': 51, 'great value': 8}",,,,,,,,fall and winter,"{'woody': 100.0, 'vanilla': 98.1549, 'aromatic': 85.8365, 'soft spicy': 84.4019, 'fruity': 78.3917, 'green': 77.6168, 'patchouli': 71.2328, 'floral': 70.1631, 'rose': 66.6381, 'earthy': 65.1053}"
Intense Cafe,Montale,https://fimgs.net/mdimg/perfume/375x500.18021.jpg,for women and men,4.05,4055,"rose , vanilla , coffee , floral , powdery , warm spicy , musky , amber , sweet ",strong,['Floral Notes'],"['Rose', 'Coffee']","['Vanila', 'White Musk', 'Amber']","{'very weak': 85, 'weak': 71, 'moderate': 221, 'long lasting': 531, 'eternal': 726}",,"{'female': 114, 'more female': 95, 'unisex': 122, 'more male': 6, 'male': 2}","{'way overpriced': 16, 'overpriced': 31, 'ok': 137, 'good value': 83, 'great value': 27}",,,,,,,,spring,"{'rose': 100.0, 'vanilla': 90.916, 'coffee': 81.0148, 'floral': 75.643, 'powdery': 66.2746, 'warm spicy': 60.6089, 'musky': 59.4836, 'amber': 51.7198, 'sweet': 45.1316}"
Jazz Club,Maison Martin Margiela,https://fimgs.net/mdimg/perfume/375x500.20541.jpg,for men,4.22,2539,"tobacco , rum , sweet , vanilla , woody , soft spicy , aromatic , amber , warm spicy , powdery ",moderate,"['Pink Pepper', 'Neroli', 'Lemon']","['Rum', 'Clary Sage', 'Java vetiver oil']","['Tobacco Leaf', 'vanilla bean', 'Styrax']","{'very weak': 68, 'weak': 74, 'moderate': 303, 'long lasting': 402, 'eternal': 84}",,"{'female': 1, 'more female': 6, 'unisex': 129, 'more male': 109, 'male': 67}","{'way overpriced': 19, 'overpriced': 73, 'ok': 135, 'good value': 34, 'great value': 3}",,,,,,,,fall,"{'tobacco': 100.0, 'rum': 89.9225, 'sweet': 89.2444, 'vanilla': 85.082, 'woody': 69.0811, 'soft spicy': 61.7139, 'aromatic': 60.4203, 'amber': 53.9941, 'warm spicy': 47.38, 'powdery': 46.5246}"
Invictus,Paco Rabanne,https://fimgs.net/mdimg/perfume/375x500.18471.jpg,for men,3.58,5354,"citrus , marine , aromatic , fresh spicy , woody , salty , amber , white floral , camphor , aquatic ",strong,"['Sea Notes', 'Grapefruit', 'Mandarin Orange']","['Bay Leaf', 'Jasmine']","['Ambergris', 'Guaiac Wood', 'Oakmoss', 'Patchouli']","{'very weak': 87, 'weak': 151, 'moderate': 580, 'long lasting': 997, 'eternal': 386}",,"{'female': 4, 'more female': 2, 'unisex': 24, 'more male': 85, 'male': 188}","{'way overpriced': 13, 'overpriced': 41, 'ok': 132, 'good value': 61, 'great value': 10}",,,,,,,,summer,"{'citrus': 100.0, 'marine': 86.3225, 'aromatic': 85.3749, 'fresh spicy': 73.8753, 'woody': 60.5896, 'salty': 54.4578, 'amber': 54.1105, 'white floral': 49.3976, 'camphor': 47.3636, 'aquatic': 46.5351}"
Dior Homme Cologne 2013,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.17256.jpg,for men,4.42,4184,"citrus , white floral , fresh spicy , musky , powdery , aromatic ",moderate,['Calabrian bergamot'],['Grapefruit blossom'],['Musk'],"{'very weak': 182, 'weak': 254, 'moderate': 871, 'long lasting': 431, 'eternal': 109}",,"{'female': 1, 'more female': 2, 'unisex': 93, 'more male': 41, 'male': 41}","{'way overpriced': 10, 'overpriced': 63, 'ok': 61, 'good value': 19, 'great value': 3}",,,,,,,,summer,"{'citrus': 100.0, 'white floral': 56.1832, 'fresh spicy': 55.6489, 'musky': 52.9609, 'powdery': 46.6102, 'aromatic': 45.3893}"
Oajan,Parfums de Marly,https://fimgs.net/mdimg/perfume/375x500.21548.jpg,for women and men,4.44,1607,"amber , warm spicy , vanilla , cinnamon , honey , sweet , floral , balsamic , musky , powdery ",enormous,"['Cinnamon', 'Honey', 'Osmanthus']","['Benzoin', 'Ambergris', 'Labdanum', 'Artemisia']","['Tonka Bean', 'Vanila', 'Patchouli', 'Musk']","{'very weak': 43, 'weak': 43, 'moderate': 109, 'long lasting': 226, 'eternal': 423}",,"{'female': 4, 'more female': 4, 'unisex': 77, 'more male': 43, 'male': 13}","{'way overpriced': 14, 'overpriced': 38, 'ok': 61, 'good value': 12, 'great value': 2}",,,,,,,,winter,"{'amber': 100.0, 'warm spicy': 91.9151, 'vanilla': 89.3651, 'cinnamon': 75.6655, 'honey': 73.7653, 'sweet': 72.5946, 'floral': 58.4107, 'balsamic': 53.6786, 'musky': 46.7338, 'powdery': 46.3415}"
Tobacco Oud,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.21402.jpg,for women and men,4.18,2073,"warm spicy , tobacco , woody , whiskey , oud , sweet , amber , balsamic , patchouli ",moderate,['Whiskey'],"['Spicy Notes', 'Cinnamon', 'Coriander']","['Tobacco', 'Agarwood (Oud)', 'Sandalwood', 'Patchouli', 'Incense', 'Benzoin', 'Vanilla', 'Cedar']","{'very weak': 36, 'weak': 44, 'moderate': 154, 'long lasting': 388, 'eternal': 183}",,"{'female': 0, 'more female': 1, 'unisex': 19, 'more male': 37, 'male': 115}","{'way overpriced': 20, 'overpriced': 50, 'ok': 62, 'good value': 10, 'great value': 4}",,,,,,,,winter,"{'warm spicy': 100.0, 'tobacco': 97.6626, 'woody': 91.4653, 'whiskey': 88.9741, 'oud': 72.4429, 'sweet': 65.9919, 'amber': 53.9741, 'balsamic': 49.9181, 'patchouli': 46.6081}"
La Fille de Berlin,Serge Lutens,https://fimgs.net/mdimg/perfume/375x500.17162.jpg,for women and men,4.03,3042,"rose , fresh spicy , floral , aromatic ",moderate,"['Rose', 'Geranium']",['Palmarosa'],"['Honey', 'Moss', 'Patchouli']","{'very weak': 32, 'weak': 88, 'moderate': 267, 'long lasting': 285, 'eternal': 107}",,"{'female': 49, 'more female': 36, 'unisex': 23, 'more male': 0, 'male': 1}","{'way overpriced': 6, 'overpriced': 21, 'ok': 57, 'good value': 7, 'great value': 0}",,,,,,,,fall,"{'rose': 100.0, 'fresh spicy': 57.6704, 'floral': 51.6839, 'aromatic': 44.0596}"
Jour d'Hermes,Hermès,https://fimgs.net/mdimg/perfume/375x500.17076.jpg,for women,3.98,4366,"citrus , white floral , green , floral , aromatic , aquatic , fresh ",moderate,"['Grapefruit', 'Lemon', 'Watery Notes']","['White Flowers', 'Gardenia', 'Green Notes', 'Sweet Pea']","['Musk', 'Woody Notes']","{'very weak': 97, 'weak': 146, 'moderate': 507, 'long lasting': 321, 'eternal': 146}",,"{'female': 49, 'more female': 13, 'unisex': 10, 'more male': 0, 'male': 1}","{'way overpriced': 2, 'overpriced': 20, 'ok': 27, 'good value': 7, 'great value': 1}",,,,,,,,spring,"{'citrus': 100.0, 'white floral': 88.2078, 'green': 57.4268, 'floral': 47.364, 'aromatic': 47.1839, 'aquatic': 45.985, 'fresh': 44.3603}"
Bright Crystal Absolu,Versace,https://fimgs.net/mdimg/perfume/375x500.21547.jpg,for women,3.89,2189,"floral , fruity , sweet , woody , citrus , fresh , aquatic , rose , fresh spicy , musky ",moderate,"['Pomegranate', 'Yuzu', 'Water Notes']","['Peony', 'Raspberry', 'Lotus', 'Magnolia']","['Musk', 'Mahogany', 'Amber']","{'very weak': 55, 'weak': 74, 'moderate': 262, 'long lasting': 272, 'eternal': 104}",,"{'female': 82, 'more female': 6, 'unisex': 2, 'more male': 0, 'male': 0}","{'way overpriced': 3, 'overpriced': 17, 'ok': 48, 'good value': 10, 'great value': 5}",,,,,,,,summer,"{'floral': 100.0, 'fruity': 74.1118, 'sweet': 63.6213, 'woody': 61.8127, 'citrus': 61.6305, 'fresh': 61.1904, 'aquatic': 52.7313, 'rose': 51.9167, 'fresh spicy': 49.377, 'musky': 45.4813}"
Dolce&Gabbana Pour Femme Intense,Dolce&Gabbana,https://fimgs.net/mdimg/perfume/375x500.18837.jpg,for women,4.05,2601,"sweet , white floral , powdery , citrus , woody , tuberose , warm spicy , animalic ",moderate,"['Neroli', 'Green Mandarin']","['Orange Blossom', 'Tuberose']","['Marshmallow', 'Sandalwood']","{'very weak': 73, 'weak': 111, 'moderate': 272, 'long lasting': 202, 'eternal': 90}",,"{'female': 59, 'more female': 4, 'unisex': 2, 'more male': 0, 'male': 0}","{'way overpriced': 3, 'overpriced': 12, 'ok': 28, 'good value': 10, 'great value': 3}",,,,,,,,winter,"{'sweet': 100.0, 'white floral': 99.4982, 'powdery': 85.3283, 'citrus': 84.7931, 'woody': 69.1432, 'tuberose': 58.8349, 'warm spicy': 45.4411, 'animalic': 45.2337}"
Baccarat Rouge 540,Maison Francis Kurkdjian,https://fimgs.net/mdimg/perfume/375x500.33519.jpg,for women and men,4.03,6025,"woody , amber , warm spicy , fresh spicy , aromatic , fresh , conifer , animalic ",strong,"['Saffron', 'Jasmine']","['Amberwood', 'Ambergris']","['Fir Resin', 'Cedar']","{'very weak': 189, 'weak': 158, 'moderate': 403, 'long lasting': 734, 'eternal': 1292}",,"{'female': 202, 'more female': 232, 'unisex': 416, 'more male': 29, 'male': 14}","{'way overpriced': 345, 'overpriced': 243, 'ok': 179, 'good value': 43, 'great value': 29}",,,,,,,,fall and winter,"{'woody': 100.0, 'amber': 91.1255, 'warm spicy': 66.6345, 'fresh spicy': 49.1013, 'aromatic': 48.1324, 'fresh': 45.0173, 'conifer': 45.0082, 'animalic': 44.4332}"
Sauvage ,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.31861.jpg,for men,3.89,10376,"fresh spicy , amber , citrus , aromatic , musky , woody , herbal , warm spicy ",strong,"['Calabrian bergamot', 'Pepper']","['Sichuan Pepper', 'Lavender', 'Pink Pepper', 'Vetiver', 'Patchouli', 'Geranium', 'elemi']","['Ambroxan', 'Cedar', 'Labdanum']","{'very weak': 232, 'weak': 213, 'moderate': 951, 'long lasting': 2759, 'eternal': 763}",,"{'female': 7, 'more female': 1, 'unisex': 26, 'more male': 125, 'male': 665}","{'way overpriced': 75, 'overpriced': 210, 'ok': 375, 'good value': 100, 'great value': 21}",,,,,,,,summer,"{'fresh spicy': 100.0, 'amber': 75.7735, 'citrus': 71.1583, 'aromatic': 61.0283, 'musky': 59.7164, 'woody': 51.4028, 'herbal': 45.5667, 'warm spicy': 44.4843}"
Acqua di Giò Profumo,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.29727.jpg,for men,4.33,6060,"aromatic , marine , fresh spicy , amber , smoky , citrus , warm spicy , woody , balsamic , patchouli ",moderate,"['Sea Notes', 'Bergamot']","['Rosemary', 'Sage', 'Geranium']","['Incense', 'Patchouli']","{'very weak': 99, 'weak': 141, 'moderate': 833, 'long lasting': 1885, 'eternal': 291}",,"{'female': 3, 'more female': 1, 'unisex': 16, 'more male': 91, 'male': 527}","{'way overpriced': 34, 'overpriced': 159, 'ok': 316, 'good value': 84, 'great value': 17}",,,,,,,,spring and summer,"{'aromatic': 100.0, 'marine': 73.3423, 'fresh spicy': 68.4669, 'amber': 65.1618, 'smoky': 61.255, 'citrus': 59.4849, 'warm spicy': 59.1245, 'woody': 58.921, 'balsamic': 56.1798, 'patchouli': 52.1516}"
